Loan_ID,Gender,Married,ApplicantIncome,LoanAmount,Loan_Status
LP001136,Male,Yes,4695.0,96.0,Y
LP001665,Male,Yes,3125.0,170.0,N
LP002941,Male,Yes,6383.0,187.0,N
LP002958,Male,No,3676.0,172.0,Y
LP002560,Male,No,2699.0,96.0,Y
LP001977,Male,Yes,1625.0,96.0,Y
LP002731,Female,No,18165.0,125.0,Y
LP001002,Male,No,5849.0,,Y
LP002978,Female,No,2900.0,71.0,Y
LP001319,Male,Yes,3273.0,81.0,Y
LP001536,Male,Yes,39999.0,600.0,Y
LP002224,Male,No,3069.0,71.0,N
LP001066,Male,Yes,9560.0,191.0,Y
LP002842,Male,Yes,3417.0,186.0,Y
LP002225,Male,Yes,5391.0,130.0,Y
LP002974,Male,Yes,3232.0,108.0,Y
LP002560,Male,No,2699.0,96.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP002489,Female,No,5191.0,132.0,Y
LP002209,Female,No,2764.0,,Y
LP001289,Male,No,8566.0,210.0,Y
LP002390,Male,No,3750.0,100.0,Y
LP001562,Male,Yes,,275.0,N
LP001864,Male,Yes,,128.0,N
LP002522,Female,No,2500.0,93.0,Y
LP001699,Male,No,2479.0,59.0,Y
LP001243,Male,Yes,3208.0,172.0,Y
LP002626,Male,Yes,2479.0,188.0,Y
LP002453,Male,No,7085.0,84.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP002821,Male,No,5800.0,132.0,Y
LP001945,Female,No,5417.0,143.0,N
LP001560,Male,Yes,1863.0,98.0,Y
LP002877,Male,Yes,1782.0,107.0,Y
LP002305,Female,No,4547.0,115.0,Y
LP002318,Female,No,3867.0,62.0,N
LP002487,Male,Yes,3015.0,153.0,Y
LP002429,Male,Yes,3466.0,130.0,Y
LP002296,Male,No,2755.0,65.0,N
LP002129,Male,Yes,2499.0,160.0,Y
LP002740,Male,Yes,6417.0,,Y
LP001326,Male,No,6782.0,,N
LP002731,Female,No,18165.0,125.0,Y
LP002732,Male,No,2550.0,126.0,Y
LP002863,Male,Yes,,150.0,N
LP002544,Male,Yes,1958.0,131.0,Y
LP002223,Male,Yes,4310.0,130.0,Y
LP001405,Male,Yes,2214.0,85.0,Y
LP002300,Female,No,1963.0,53.0,Y
LP002706,Male,Yes,5285.0,161.0,Y
LP001536,Male,Yes,39999.0,600.0,Y
LP002729,Male,No,11250.0,196.0,N
LP001641,Male,Yes,2178.0,66.0,N
LP002936,Male,Yes,3859.0,142.0,Y
LP002990,Female,No,4583.0,133.0,N
LP001768,Male,Yes,3716.0,42.0,Y
LP002984,Male,Yes,7583.0,187.0,Y
LP001186,Female,Yes,11500.0,286.0,N
LP001565,Male,Yes,3089.0,121.0,N
LP002318,Female,No,3867.0,,N
LP001657,Male,Yes,6033.0,160.0,N
LP002223,Male,Yes,4310.0,130.0,Y
LP002582,Female,No,17263.0,225.0,Y
LP001345,Male,Yes,4288.0,133.0,Y
LP001087,Female,No,3750.0,120.0,Y
LP002237,Male,No,3667.0,113.0,Y
LP001114,Male,No,4166.0,184.0,Y
LP002377,Female,No,8624.0,150.0,Y
LP002515,Male,Yes,3450.0,162.0,Y
LP002366,Male,Yes,2666.0,121.0,Y
LP002317,Male,Yes,81000.0,360.0,N
LP002229,Male,No,5941.0,296.0,Y
LP001100,Male,No,12500.0,320.0,N
LP001137,Female,No,3410.0,88.0,Y
LP002201,Male,Yes,9323.0,380.0,Y
LP001006,Male,Yes,2583.0,120.0,Y
LP001087,Female,No,3750.0,120.0,Y
LP001891,Male,Yes,11146.0,136.0,Y
LP002945,Male,Yes,9963.0,180.0,Y
LP001002,Male,No,5849.0,,Y
LP002188,Male,No,5124.0,124.0,N
LP001854,Male,Yes,5250.0,94.0,N
LP002837,Male,Yes,3400.0,123.0,N
LP001157,Female,No,3086.0,120.0,Y
LP002110,Male,Yes,5250.0,,Y
LP001422,Female,No,10408.0,259.0,Y
LP002757,Female,Yes,,102.0,Y
LP001998,Male,Yes,7667.0,185.0,Y
LP001379,Male,Yes,3800.0,216.0,N
LP002237,Male,No,3667.0,113.0,Y
LP001994,Female,No,2400.0,104.0,N
LP001198,Male,Yes,8080.0,180.0,Y
LP001630,Male,No,2333.0,102.0,N
LP002418,Male,No,,148.0,Y
LP001825,Male,Yes,1809.0,90.0,Y
LP002403,Male,No,10416.0,,N
LP001616,Male,Yes,3750.0,116.0,Y
LP002984,Male,Yes,7583.0,187.0,Y
LP001570,Male,Yes,4167.0,158.0,Y
LP002916,Male,Yes,,104.0,Y
LP002868,Male,Yes,3159.0,108.0,Y
LP001370,Male,No,7333.0,120.0,N
LP001543,Male,Yes,9538.0,187.0,Y
LP001473,Male,No,2014.0,74.0,Y
LP002804,Female,Yes,4180.0,182.0,Y
LP002640,Male,Yes,6065.0,250.0,Y
LP002142,Female,Yes,5500.0,105.0,N
LP002560,Male,No,2699.0,96.0,Y
LP001750,Male,Yes,6250.0,128.0,Y
LP002205,Male,No,3062.0,111.0,N
LP001552,Male,Yes,4583.0,255.0,Y
LP002296,Male,No,2755.0,65.0,N
LP001508,Male,Yes,11757.0,187.0,Y
LP002943,Male,No,2987.0,88.0,N
LP001528,Male,No,6277.0,118.0,N
LP002543,Male,Yes,8333.0,246.0,Y
LP001343,Male,Yes,1759.0,131.0,Y
LP001233,Male,Yes,10750.0,312.0,Y
LP002545,Male,No,3547.0,80.0,N
LP002337,Female,No,2995.0,60.0,Y
LP001633,Male,Yes,6400.0,180.0,N
LP001030,Male,Yes,1299.0,17.0,Y
LP002531,Male,Yes,16667.0,86.0,Y
LP001711,Male,Yes,3430.0,128.0,N
LP002979,Male,Yes,4106.0,40.0,Y
LP002953,Male,Yes,5703.0,128.0,Y
LP001926,Male,Yes,3704.0,120.0,Y
LP001552,Male,Yes,4583.0,255.0,Y
LP002418,Male,No,4707.0,148.0,Y
LP002175,Male,Yes,4750.0,130.0,Y
LP001849,Male,No,6045.0,115.0,N
LP001030,Male,Yes,1299.0,17.0,Y
LP001316,Male,Yes,2958.0,131.0,Y
LP002335,Female,Yes,,178.0,N
LP001520,Male,Yes,4860.0,125.0,Y
LP002556,Male,No,2435.0,75.0,N
LP002606,Female,No,3159.0,100.0,Y
LP001871,Female,No,7200.0,120.0,Y
LP002130,Male,Yes,3523.0,152.0,N
LP002087,Female,No,2500.0,67.0,Y
LP002006,Female,No,2507.0,56.0,Y
LP001264,Male,Yes,3333.0,130.0,Y
LP002693,Male,Yes,7948.0,480.0,Y
LP002489,Female,No,5191.0,132.0,Y
LP001097,Male,No,4692.0,106.0,N
LP002435,Male,Yes,3539.0,55.0,N
LP002804,Female,Yes,4180.0,182.0,Y
LP001577,Female,Yes,4583.0,112.0,N
LP002582,Female,No,17263.0,225.0,Y
LP001421,Male,Yes,5568.0,175.0,N
LP001914,Male,Yes,3927.0,112.0,Y
LP001665,Male,Yes,3125.0,170.0,N
LP002588,Male,Yes,4625.0,111.0,Y
LP002151,Male,Yes,3875.0,67.0,N
LP002689,Male,Yes,2192.0,45.0,Y
LP002035,Male,Yes,,120.0,Y
LP001819,Male,Yes,,137.0,Y
LP001003,Male,Yes,,128.0,N
LP001882,Male,Yes,4333.0,160.0,Y
LP001137,Female,No,3410.0,88.0,Y
LP001136,Male,Yes,4695.0,96.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP001432,Male,Yes,2957.0,,Y
LP001955,Female,No,5000.0,151.0,N
LP002386,Male,No,12876.0,405.0,Y
LP002288,Male,Yes,,45.0,N
LP001693,Female,No,3244.0,80.0,Y
LP001034,Male,No,3596.0,100.0,Y
LP002178,Male,Yes,3013.0,95.0,Y
LP001030,Male,Yes,,17.0,Y
LP001925,Female,No,,99.0,N
LP001179,Male,Yes,4616.0,134.0,N
LP001430,Female,No,4166.0,44.0,Y
LP001647,Male,Yes,9328.0,188.0,Y
LP001716,Male,Yes,3173.0,137.0,Y
LP002670,Female,Yes,2031.0,113.0,Y
LP001225,Male,Yes,5726.0,258.0,N
LP001884,Female,No,2876.0,90.0,Y
LP001743,Male,Yes,4009.0,116.0,Y
LP002446,Male,Yes,2309.0,125.0,N
LP001749,Male,Yes,7578.0,175.0,Y
LP001195,Male,Yes,2132.0,96.0,Y
LP002978,Female,No,2900.0,71.0,Y
LP002643,Male,Yes,3283.0,148.0,Y
LP002453,Male,No,7085.0,84.0,Y
LP001657,Male,Yes,6033.0,160.0,N
LP002683,Male,No,4683.0,185.0,N
LP002863,Male,Yes,6406.0,150.0,N
LP001197,Male,Yes,3366.0,135.0,N
LP001030,Male,Yes,1299.0,17.0,Y
LP002377,Female,No,8624.0,150.0,Y
LP002335,Female,Yes,2149.0,,N
LP001577,Female,Yes,4583.0,112.0,N
LP002459,Male,Yes,4301.0,118.0,Y
LP001066,Male,Yes,9560.0,191.0,Y
LP002226,Male,Yes,3333.0,128.0,Y
LP001702,Male,No,3418.0,127.0,N
LP002236,Male,Yes,4566.0,100.0,N
LP001570,Male,Yes,4167.0,158.0,Y
LP001086,Male,No,1442.0,35.0,N
LP001750,Male,Yes,6250.0,128.0,Y
LP002522,Female,No,2500.0,93.0,Y
LP001736,Male,Yes,2221.0,60.0,N
LP002945,Male,Yes,9963.0,180.0,Y
LP001186,Female,Yes,11500.0,286.0,N
LP002643,Male,Yes,3283.0,148.0,Y
LP002894,Female,Yes,3166.0,36.0,Y
LP001449,Male,No,3865.0,,Y
LP001972,Male,Yes,2875.0,105.0,Y
LP001473,Male,No,2014.0,74.0,Y
LP001570,Male,Yes,4167.0,158.0,Y
LP002170,Male,Yes,5000.0,236.0,Y
LP001849,Male,No,6045.0,115.0,N
LP001594,Male,Yes,5708.0,187.0,Y
LP002043,Female,No,3541.0,112.0,Y
LP001333,Male,Yes,1977.0,50.0,Y
LP001275,Male,Yes,3988.0,50.0,Y
LP002050,Male,Yes,10000.0,155.0,N
LP002114,Female,No,4160.0,,Y
LP001884,Female,No,2876.0,90.0,Y
LP001996,Male,No,20233.0,480.0,N
LP001713,Male,Yes,7787.0,240.0,Y
LP001656,Male,No,12000.0,164.0,N
LP002158,Male,Yes,3000.0,100.0,N
LP001949,Male,Yes,4416.0,110.0,Y
LP002447,Male,Yes,1958.0,60.0,Y
LP002112,Male,Yes,2500.0,176.0,Y
LP002390,Male,No,3750.0,100.0,Y
LP002943,Male,No,2987.0,88.0,N
LP001233,Male,Yes,10750.0,312.0,Y
LP001964,Male,Yes,1800.0,93.0,N
LP002287,Female,No,1500.0,103.0,N
LP001319,Male,Yes,3273.0,81.0,Y
LP001106,Male,Yes,2275.0,,Y
LP002798,Male,Yes,3887.0,162.0,Y
LP002366,Male,Yes,2666.0,121.0,Y
LP002690,Male,No,2500.0,55.0,Y
LP002931,Male,Yes,6000.0,205.0,N
LP001671,Female,Yes,3416.0,113.0,Y
LP001098,Male,Yes,3500.0,114.0,Y
LP002139,Male,Yes,9083.0,228.0,Y
LP001577,Female,Yes,4583.0,112.0,N
LP001318,Male,Yes,,188.0,Y
LP002364,Male,Yes,14880.0,96.0,Y
LP001356,Male,Yes,4652.0,,Y
LP002888,Male,No,3182.0,161.0,Y
LP001144,Male,Yes,5821.0,144.0,Y
LP002300,Female,No,1963.0,53.0,Y
LP001843,Male,Yes,2661.0,279.0,Y
LP001671,Female,Yes,3416.0,113.0,Y
LP001870,Female,No,3481.0,155.0,N
LP001578,Male,Yes,2439.0,129.0,Y
LP001669,Female,No,1907.0,120.0,Y
LP001199,Male,Yes,3357.0,144.0,Y
LP002855,Male,Yes,16666.0,275.0,Y
LP002916,Male,Yes,2297.0,104.0,Y
LP001497,Male,Yes,5042.0,185.0,N
LP002284,Male,No,3902.0,109.0,Y
LP002473,Male,Yes,8334.0,160.0,N
LP002533,Male,Yes,2947.0,,N
LP001580,Male,Yes,8000.0,200.0,Y
LP001498,Male,No,5417.0,168.0,Y
LP001489,Female,Yes,4583.0,84.0,N
LP002723,Male,No,3588.0,110.0,N
LP001253,Male,Yes,5266.0,187.0,Y
LP001910,Male,No,4053.0,158.0,N
LP001422,Female,No,10408.0,259.0,Y
LP002739,Male,Yes,2917.0,66.0,N
LP001682,Male,Yes,3992.0,,N
LP002953,Male,Yes,5703.0,128.0,Y
LP001136,Male,Yes,4695.0,96.0,Y
LP002602,Male,No,6283.0,209.0,N
LP001516,Female,Yes,14866.0,70.0,Y
LP001241,Female,No,4300.0,136.0,N
LP002615,Male,Yes,4865.0,,Y
LP002141,Male,Yes,2666.0,95.0,Y
LP001529,Male,Yes,2577.0,152.0,Y
LP002755,Male,Yes,2239.0,128.0,Y
LP001098,Male,Yes,3500.0,114.0,Y
LP001580,Male,Yes,8000.0,200.0,Y
LP002862,Male,Yes,6125.0,187.0,N
LP002950,Male,Yes,2894.0,155.0,Y
LP001186,Female,Yes,11500.0,286.0,N
LP001854,Male,Yes,5250.0,94.0,N
LP001841,Male,No,2583.0,104.0,Y
LP001751,Male,Yes,3250.0,170.0,N
LP001451,Male,Yes,10513.0,160.0,N
LP002622,Male,Yes,3510.0,243.0,Y
LP002524,Male,No,5532.0,162.0,Y
LP001636,Male,Yes,4600.0,,Y
LP002941,Male,Yes,6383.0,187.0,N
LP001369,Male,Yes,11417.0,225.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP002137,Male,Yes,6333.0,259.0,Y
LP001034,Male,No,3596.0,,Y
LP001469,Male,No,20166.0,650.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP002284,Male,No,3902.0,109.0,Y
LP001497,Male,Yes,5042.0,185.0,N
LP002296,Male,No,2755.0,65.0,N
LP002361,Male,Yes,1820.0,100.0,Y
LP002634,Female,No,13262.0,40.0,Y
LP001392,Female,No,7451.0,,Y
LP002794,Female,No,2667.0,84.0,Y
LP002898,Male,Yes,1880.0,61.0,N
LP002472,Male,No,4354.0,136.0,Y
LP001529,Male,Yes,2577.0,152.0,Y
LP001938,Male,Yes,4400.0,127.0,N
LP001835,Male,Yes,1668.0,201.0,N
LP001637,Male,Yes,33846.0,260.0,N
LP001669,Female,No,1907.0,120.0,Y
LP001871,Female,No,7200.0,120.0,Y
LP001903,Male,Yes,3993.0,207.0,Y
LP001806,Male,No,2965.0,155.0,Y
LP001634,Male,No,1916.0,67.0,N
LP002798,Male,Yes,3887.0,162.0,Y
LP001451,Male,Yes,10513.0,160.0,N
LP001325,Male,No,3620.0,25.0,Y
LP001106,Male,Yes,2275.0,,Y
LP001800,Male,Yes,2510.0,140.0,N
LP001350,Male,Yes,13650.0,,Y
LP001908,Female,Yes,4100.0,124.0,Y
LP001892,Male,No,2833.0,126.0,Y
LP001673,Male,No,11000.0,83.0,N
LP001825,Male,Yes,1809.0,90.0,Y
LP001068,Male,Yes,2799.0,122.0,Y
LP001940,Male,Yes,3153.0,134.0,Y
LP002387,Male,Yes,2425.0,143.0,Y
LP001112,Female,Yes,3667.0,144.0,Y
LP002347,Male,Yes,3246.0,138.0,Y
LP001849,Male,No,6045.0,115.0,N
LP002239,Male,No,2346.0,132.0,Y
LP001841,Male,No,2583.0,104.0,Y
LP002263,Male,Yes,2583.0,120.0,Y
LP002785,Male,Yes,3333.0,158.0,Y
LP001754,Male,Yes,4735.0,138.0,N
LP001243,Male,Yes,3208.0,172.0,Y
LP001256,Male,No,3750.0,176.0,N
LP001275,Male,Yes,3988.0,50.0,Y
LP002945,Male,Yes,9963.0,180.0,Y
LP001451,Male,Yes,10513.0,,N
LP001574,Male,Yes,3707.0,182.0,Y
LP001024,Male,Yes,3200.0,70.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP001109,Male,Yes,1828.0,100.0,N
LP002332,Male,Yes,2253.0,110.0,Y
LP001318,Male,Yes,6250.0,188.0,Y
LP001250,Male,Yes,4755.0,95.0,N
LP001243,Male,Yes,3208.0,172.0,Y
LP002065,Male,Yes,15000.0,300.0,Y
LP001656,Male,No,12000.0,164.0,N
LP002741,Female,Yes,4608.0,140.0,Y
LP001138,Male,Yes,5649.0,44.0,Y
LP001688,Male,Yes,3500.0,135.0,Y
LP002840,Female,No,2378.0,9.0,N
LP001066,Male,Yes,9560.0,191.0,Y
LP001698,Male,No,3975.0,55.0,Y
LP001608,Male,Yes,2045.0,101.0,Y
LP001528,Male,No,6277.0,118.0,N
LP002953,Male,Yes,5703.0,128.0,Y
LP002500,Male,Yes,2947.0,70.0,N
LP001581,Male,Yes,1820.0,95.0,Y
LP001255,Male,No,3750.0,,N
LP002659,Male,Yes,,150.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP002455,Male,Yes,3859.0,96.0,Y
LP002281,Male,Yes,3033.0,95.0,Y
LP002517,Male,Yes,2653.0,113.0,N
LP001098,Male,Yes,,114.0,Y
LP001186,Female,Yes,11500.0,,N
LP001664,Male,No,4191.0,120.0,Y
LP002585,Male,Yes,3597.0,119.0,N
LP001157,Female,No,3086.0,120.0,Y
LP001770,Male,No,3189.0,120.0,Y
LP002682,Male,Yes,3074.0,123.0,N
LP002377,Female,No,,150.0,Y
LP001935,Male,No,,187.0,Y
LP001164,Female,No,4230.0,112.0,N
LP001327,Female,Yes,2484.0,137.0,Y
LP001333,Male,Yes,1977.0,50.0,Y
LP001784,Male,Yes,5500.0,170.0,Y
LP002114,Female,No,4160.0,71.0,Y
LP001431,Female,No,2137.0,137.0,Y
LP001800,Male,Yes,2510.0,140.0,N
LP002545,Male,No,3547.0,80.0,N
LP001097,Male,No,4692.0,106.0,N
LP001778,Male,Yes,3155.0,140.0,Y
LP002224,Male,No,,71.0,N
LP002114,Female,No,4160.0,71.0,Y
LP002407,Female,Yes,7142.0,138.0,Y
LP001384,Male,Yes,2071.0,94.0,Y
LP001954,Female,Yes,4666.0,135.0,Y
LP001369,Male,Yes,11417.0,225.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP002002,Female,No,2917.0,84.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP002689,Male,Yes,2192.0,45.0,Y
LP001008,Male,No,,141.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP002489,Female,No,5191.0,,Y
LP001884,Female,No,2876.0,90.0,Y
LP002519,Male,Yes,4691.0,100.0,Y
LP002114,Female,No,4160.0,71.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP002892,Male,Yes,6540.0,205.0,Y
LP001233,Male,Yes,10750.0,312.0,Y
LP002545,Male,No,3547.0,80.0,N
LP001318,Male,Yes,6250.0,188.0,Y
LP002050,Male,Yes,,155.0,N
LP001875,Male,No,4095.0,151.0,Y
LP002140,Male,No,8750.0,308.0,N
LP001716,Male,Yes,3173.0,137.0,Y
LP002142,Female,Yes,5500.0,105.0,N
LP001936,Male,Yes,3075.0,139.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP002055,Female,No,3166.0,132.0,Y
LP001849,Male,No,6045.0,,N
LP002917,Female,No,2165.0,70.0,Y
LP002205,Male,No,3062.0,111.0,N
LP001098,Male,Yes,3500.0,114.0,Y
LP001343,Male,Yes,1759.0,131.0,Y
LP001507,Male,Yes,2698.0,122.0,Y
LP001744,Male,No,2971.0,144.0,Y
LP002187,Male,No,2500.0,96.0,N
LP002868,Male,Yes,3159.0,108.0,Y
LP002515,Male,Yes,3450.0,,Y
LP001836,Female,No,3427.0,138.0,N
LP002335,Female,Yes,2149.0,178.0,N
LP002435,Male,Yes,,55.0,N
LP001518,Male,Yes,1538.0,30.0,Y
LP002319,Male,Yes,6256.0,160.0,Y
LP002517,Male,Yes,2653.0,,N
LP001732,Male,Yes,5000.0,72.0,N
LP002534,Female,No,4350.0,154.0,Y
LP001027,Male,Yes,2500.0,109.0,Y
LP002926,Male,Yes,2726.0,106.0,N
LP002940,Male,No,3833.0,110.0,Y
LP002541,Male,Yes,,234.0,Y
LP002618,Male,Yes,4050.0,138.0,N
LP001844,Male,No,16250.0,192.0,N
LP002990,Female,No,4583.0,133.0,N
LP002785,Male,Yes,3333.0,158.0,Y
LP002409,Male,Yes,7901.0,180.0,Y
LP002115,Male,Yes,,173.0,N
LP001835,Male,Yes,1668.0,201.0,N
LP002137,Male,Yes,6333.0,259.0,Y
LP002586,Female,Yes,3326.0,105.0,Y
LP001936,Male,Yes,3075.0,,Y
LP002892,Male,Yes,6540.0,205.0,Y
LP001197,Male,Yes,,135.0,N
LP001498,Male,No,5417.0,168.0,Y
LP002244,Male,Yes,2333.0,136.0,Y
LP002493,Male,No,4166.0,98.0,N
LP002362,Male,Yes,7250.0,110.0,N
LP001606,Male,Yes,3497.0,116.0,Y
LP001449,Male,No,3865.0,,Y
LP002467,Male,Yes,3708.0,173.0,N
LP001669,Female,No,1907.0,120.0,Y
LP002318,Female,No,3867.0,62.0,N
LP002950,Male,Yes,2894.0,155.0,Y
LP002874,Male,No,3229.0,110.0,Y
LP002740,Male,Yes,6417.0,157.0,Y
LP002541,Male,Yes,10833.0,234.0,Y
LP001643,Male,Yes,2383.0,58.0,Y
LP002948,Male,Yes,5780.0,192.0,Y
LP002603,Female,No,645.0,113.0,Y
LP001814,Male,Yes,9703.0,112.0,Y
LP001814,Male,Yes,9703.0,112.0,Y
LP002287,Female,No,1500.0,103.0,N
LP002386,Male,No,12876.0,405.0,Y
LP001255,Male,No,3750.0,113.0,N
LP002087,Female,No,2500.0,67.0,Y
LP001790,Female,No,3812.0,112.0,Y
LP002188,Male,No,5124.0,124.0,N
LP001370,Male,No,7333.0,120.0,N
LP002086,Female,Yes,4333.0,110.0,N
LP001259,Male,Yes,1000.0,110.0,N
LP001994,Female,No,2400.0,104.0,N
LP002160,Male,Yes,5167.0,,Y
LP001765,Male,Yes,2491.0,104.0,Y
LP001711,Male,Yes,3430.0,128.0,N
LP001451,Male,Yes,10513.0,160.0,N
LP001865,Male,Yes,6083.0,330.0,Y
LP002277,Female,No,3180.0,71.0,N
LP002377,Female,No,8624.0,150.0,Y
LP001843,Male,Yes,2661.0,279.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP001917,Female,No,1811.0,54.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP002493,Male,No,4166.0,98.0,N
LP001005,Male,Yes,3000.0,66.0,Y
LP001868,Male,No,2060.0,134.0,Y
LP002140,Male,No,8750.0,308.0,N
LP001798,Male,Yes,5819.0,120.0,Y
LP002804,Female,Yes,4180.0,182.0,Y
LP002990,Female,No,4583.0,133.0,N
LP001936,Male,Yes,3075.0,139.0,Y
LP001963,Male,Yes,2014.0,113.0,N
LP001630,Male,No,2333.0,102.0,N
LP002234,Male,No,7167.0,128.0,Y
LP002807,Male,Yes,3675.0,108.0,Y
LP002053,Male,Yes,,124.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP001875,Male,No,,151.0,Y
LP002961,Male,Yes,3400.0,173.0,Y
LP001206,Male,Yes,3029.0,99.0,Y
LP001630,Male,No,2333.0,102.0,N
LP002187,Male,No,2500.0,96.0,N
LP001977,Male,Yes,1625.0,96.0,Y
LP002284,Male,No,3902.0,109.0,Y
LP002473,Male,Yes,,160.0,N
LP001136,Male,Yes,,96.0,Y
LP002626,Male,Yes,2479.0,188.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP001327,Female,Yes,2484.0,137.0,Y
LP002314,Female,No,2213.0,66.0,Y
LP001100,Male,No,12500.0,320.0,N
LP002318,Female,No,3867.0,62.0,N
LP002297,Male,No,2500.0,103.0,Y
LP001384,Male,Yes,2071.0,94.0,Y
LP002517,Male,Yes,2653.0,113.0,N
LP001931,Female,No,4124.0,,Y
LP001926,Male,Yes,3704.0,120.0,Y
LP002224,Male,No,3069.0,71.0,N
LP002205,Male,No,3062.0,111.0,N
LP001519,Female,No,10000.0,225.0,N
LP001798,Male,Yes,5819.0,120.0,Y
LP001264,Male,Yes,3333.0,130.0,Y
LP001046,Male,Yes,5955.0,,Y
LP001917,Female,No,1811.0,54.0,Y
LP002804,Female,Yes,4180.0,182.0,Y
LP001673,Male,No,11000.0,83.0,N
LP002342,Male,Yes,1600.0,239.0,N
LP002938,Male,Yes,16120.0,260.0,Y
LP001493,Male,Yes,4200.0,129.0,N
LP002893,Male,No,1836.0,90.0,N
LP001250,Male,Yes,4755.0,95.0,N
LP001658,Male,No,3858.0,76.0,Y
LP001698,Male,No,3975.0,55.0,Y
LP001430,Female,No,4166.0,44.0,Y
LP002484,Male,Yes,7740.0,128.0,Y
LP002928,Male,Yes,3000.0,56.0,Y
LP001264,Male,Yes,3333.0,130.0,Y
LP002778,Male,Yes,6633.0,,N
LP002943,Male,No,2987.0,,N
LP001974,Female,No,5000.0,132.0,Y
LP001586,Male,Yes,3522.0,81.0,N
LP002714,Male,No,2679.0,94.0,Y
LP002139,Male,Yes,9083.0,228.0,Y
LP001900,Male,Yes,2750.0,115.0,Y
LP001097,Male,No,4692.0,106.0,N
LP001319,Male,Yes,3273.0,81.0,Y
LP002555,Male,Yes,4583.0,,Y
LP002473,Male,Yes,8334.0,160.0,N
LP002753,Female,No,3652.0,95.0,Y
LP002587,Male,Yes,2600.0,107.0,Y
LP002144,Female,No,3813.0,116.0,Y
LP001572,Male,Yes,9323.0,75.0,Y
LP001603,Male,Yes,4344.0,87.0,N
LP002068,Male,No,4917.0,130.0,Y
LP002453,Male,No,7085.0,84.0,Y
LP001770,Male,No,,120.0,Y
LP001770,Male,No,3189.0,120.0,Y
LP002807,Male,Yes,3675.0,108.0,Y
LP002201,Male,Yes,,380.0,Y
LP002587,Male,Yes,2600.0,,Y
LP002357,Female,No,2720.0,80.0,N
LP001029,Male,No,1853.0,114.0,N
LP002347,Male,Yes,3246.0,138.0,Y
LP002112,Male,Yes,2500.0,,Y
LP002912,Male,Yes,4283.0,172.0,N
LP002522,Female,No,2500.0,93.0,Y
LP002231,Female,No,6000.0,156.0,Y
LP001972,Male,Yes,2875.0,105.0,Y
LP002637,Male,No,3598.0,100.0,N
LP002739,Male,Yes,2917.0,66.0,N
LP002065,Male,Yes,15000.0,300.0,Y
LP001006,Male,Yes,2583.0,120.0,Y
LP001482,Male,Yes,3459.0,25.0,Y
LP002892,Male,Yes,6540.0,205.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP001465,Male,Yes,6080.0,182.0,N
LP002804,Female,Yes,4180.0,182.0,Y
LP001688,Male,Yes,3500.0,135.0,Y
LP001846,Female,No,3083.0,255.0,Y
LP002948,Male,Yes,5780.0,192.0,Y
LP002717,Male,Yes,1025.0,216.0,Y
LP002716,Male,No,,130.0,Y
LP002151,Male,Yes,3875.0,67.0,N
LP002181,Male,No,6216.0,133.0,N
LP001334,Male,Yes,,115.0,Y
LP002524,Male,No,5532.0,162.0,Y
LP001761,Male,No,6400.0,200.0,Y
LP001917,Female,No,,54.0,Y
LP002116,Female,No,2378.0,,N
LP001562,Male,Yes,7933.0,275.0,N
LP002398,Male,No,1926.0,50.0,Y
LP002161,Female,No,4723.0,81.0,N
LP001343,Male,Yes,1759.0,131.0,Y
LP001870,Female,No,3481.0,155.0,N
LP002743,Female,No,2138.0,99.0,N
LP001487,Male,No,4895.0,102.0,Y
LP002505,Male,Yes,4333.0,110.0,N
LP001222,Female,No,4166.0,116.0,N
LP002562,Male,Yes,5333.0,186.0,Y
LP001263,Male,Yes,3167.0,180.0,N
LP001708,Female,No,10000.0,214.0,N
LP002006,Female,No,2507.0,56.0,Y
LP001013,Male,Yes,,95.0,Y
LP002868,Male,Yes,3159.0,108.0,Y
LP001489,Female,Yes,4583.0,84.0,N
LP002717,Male,Yes,1025.0,216.0,Y
LP002434,Male,Yes,4652.0,110.0,Y
LP001157,Female,No,3086.0,120.0,Y
LP001245,Male,Yes,1875.0,97.0,Y
LP002201,Male,Yes,9323.0,380.0,Y
LP001006,Male,Yes,2583.0,120.0,Y
LP002731,Female,No,18165.0,125.0,Y
LP001325,Male,No,3620.0,25.0,Y
LP001431,Female,No,2137.0,137.0,Y
